first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,1002,615,12,4,5,0,sov,PM,1.55,0,1,2,1,0,18,20.6,20.6318,20.6318,11.2181,615;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202744;202728;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201508AB;201514AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.393926 33.624102)",,,,
,1003,615,12,2,3,0,sov,PM,1.05,0,1,2,1,0,19,21.6,21.6162,21.6162,11.496,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202744;202728;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201514AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.393926 33.624102)",,,,
,1004,615,12,3,4,0,sov,PM,1.1,0,1,2,1,0,20,20.7,20.6653,20.6653,10.8453,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202744;202728;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201514AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.393926 33.624102)",,,,
,1005,615,14,1,2,0,sov,PM,1.05,0,1,1,0,0,14,19.6,19.6231,19.6231,10.8015,615;202905;202904;202796;202809;202790;202608;202607;202586;202585;202588;202618;202621;202705;,200846AB;200833AB;201061BA;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201292AB;201300AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.426698 33.631545, -112.426766 33.624238)",,,,
,1006,615,14,0,1,0,sov,PM,1.15,0,1,1,0,0,15,18.7,18.6722,18.6722,10.1507,615;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202618;202621;202705;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201292AB;201300AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.426698 33.631545, -112.426766 33.624238)",,,,
,1007,615,16,0,1,0,sov,PM,1,0,0,0,0,0,4,5,5.0371,5.0371,2.0932,615;202825;202824;202894;,200997AB;201000AB;200998AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1008,615,17,1,2,0,sov,PM,0.94,0,1,0,0,0,9,16.5,16.4515,16.4515,8.9093,615;202905;202904;202796;202809;202476;202480;202482;202478;,200846AB;200833AB;201061BA;201606AB;201604BA;201605AB;201597BA;201611BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.412238 33.731975)",,,,
,1009,615,17,0,1,0,sov,PM,1.06,0,1,0,0,0,10,15.5,15.5006,15.5006,8.2586,615;202825;202924;202925;202796;202809;202476;202480;202482;202478;,200997AB;201001BA;200820BA;201595AB;201606AB;201604BA;201605AB;201597BA;201611BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.412238 33.731975)",,,,
,1010,615,19,0,1,0,sov,PM,0.74,0,1,2,2,0,13,26.3,26.2843,26.2843,10.139,615;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202497;202498;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787)",,,,
,1011,615,19,1,2,0,sov,PM,1.05,0,1,2,1,0,18,21.3,21.2669,21.2669,11.2318,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787)",,,,
,1012,615,19,2,3,0,sov,PM,1.51,0,1,2,1,0,19,20.3,20.316,20.316,10.5811,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787)",,,,
,1013,615,602,1,2,0,sov,PM,1.06,0,1,1,0,0,17,27.6,27.6357,27.6357,13.9861,615;202905;202904;202796;202809;202790;202608;202607;202586;202585;202588;202618;202617;202606;202909;202908;602;,200846AB;200833AB;201061BA;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201271AB;201286AB;201280AB;200831AB;200917BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.452687 33.638513, -112.461442 33.638386, -112.481753 33.611509)",,,,
,1014,615,602,0,1,0,sov,PM,1.14,0,1,1,0,0,18,26.7,26.6848,26.6848,13.3354,615;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202618;202617;202606;202909;202908;602;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201271AB;201286AB;201280AB;200831AB;200917BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.452687 33.638513, -112.461442 33.638386, -112.481753 33.611509)",,,,
,1015,615,617,1,2,0,sov,PM,1.05,0,1,0,0,0,11,19.5,19.5468,19.5468,10.4911,615;202905;202904;202796;202809;202476;202480;202482;202481;202477;617;,200846AB;200833AB;201061BA;201606AB;201604BA;201605AB;201597BA;201596AB;201601BA;201602BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.429623 33.724665, -112.437714 33.724657, -112.441006 33.733257)",,,,
,1016,615,617,0,1,0,sov,PM,1.15,0,1,0,0,0,12,18.6,18.5959,18.5959,9.8404,615;202825;202924;202925;202796;202809;202476;202480;202482;202481;202477;617;,200997AB;201001BA;200820BA;201595AB;201606AB;201604BA;201605AB;201597BA;201596AB;201601BA;201602BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.429623 33.724665, -112.437714 33.724657, -112.441006 33.733257)",,,,
,1017,615,619,1,2,0,sov,PM,1.04,0,1,0,0,0,8,16.4,16.4304,16.4304,8.3595,615;202905;202904;202796;202809;202476;202480;619;,200846AB;200833AB;201061BA;201606AB;201604BA;201605AB;201607BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.395386 33.710522)",,,,
,1018,615,619,0,1,0,sov,PM,1.16,0,1,0,0,0,9,15.5,15.4795,15.4795,7.7087,615;202825;202924;202925;202796;202809;202476;202480;619;,200997AB;201001BA;200820BA;201595AB;201606AB;201604BA;201605AB;201607BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.395386 33.710522)",,,,
,1019,615,620,0,1,0,sov,PM,1,0,1,0,0,0,4,8.3,8.3218,8.3218,3.8601,615;202905;202904;620;,200846AB;200833AB;201290BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.433183 33.684132)",,,,
,1020,615,621,0,1,0,sov,PM,0.6,0,1,2,2,0,11,24.3,24.3299,24.3299,8.615,615;202825;202924;202925;202796;202734;202735;202733;202731;202581;621;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201532AB;201104AB;201338BA;201340BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.415733 33.672911, -112.425654 33.670727)",,,,
,1021,615,621,1,2,0,sov,PM,1.05,0,1,2,1,0,16,19.3,19.3125,19.3125,9.7079,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202731;202581;621;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201104AB;201338BA;201340BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.415733 33.672911, -112.425654 33.670727)",,,,
,1022,615,621,2,3,0,sov,PM,1.55,0,1,2,1,0,17,18.4,18.3615,18.3615,9.0571,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202731;202581;621;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201104AB;201338BA;201340BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.415733 33.672911, -112.425654 33.670727)",,,,
,1023,615,622,1,2,0,sov,PM,1.06,0,1,2,1,0,14,19.9,19.9055,19.9055,10.7044,615;202905;202904;202796;202809;202790;202608;202607;202586;202585;202588;202618;202617;622;,200846AB;200833AB;201061BA;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201271AB;201284BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.434703 33.645963)",,,,
,1024,615,622,2,3,0,sov,PM,1.44,0,1,2,1,0,16,20.1,20.0726,20.0726,10.9147,615;202905;202904;202796;202809;202790;202608;202607;202586;202585;202588;202618;202617;202606;202615;622;,200846AB;200833AB;201061BA;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201271AB;201286AB;201285AB;201287BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.434326 33.645281, -112.434703 33.645963)",,,,
,1025,615,622,0,1,0,sov,PM,0.67,0,1,2,2,0,15,26,26.0005,26.0005,10.325,615;202825;202924;202925;202796;202734;202735;202733;202732;202614;202620;202623;202616;202615;622;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201532AB;201103AB;201336BA;201339BA;201268AB;201288AB;201273AB;201287BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.425669 33.657282, -112.426821 33.653240, -112.434548 33.653280, -112.435568 33.653276, -112.434326 33.645281, -112.434703 33.645963)",,,,
,1026,615,622,3,4,0,sov,PM,2.56,0,1,2,1,0,17,19.1,19.1217,19.1217,10.2639,615;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202618;202617;202606;202615;622;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201320BA;201271AB;201286AB;201285AB;201287BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.434326 33.645281, -112.434703 33.645963)",,,,
,1027,615,623,0,1,0,sov,PM,0.54,0,1,2,2,0,10,21.9,21.9319,21.9319,7.4007,615;202825;202924;202925;202796;202734;202735;202733;202731;623;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201532AB;201104AB;201341BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.402538 33.665005)",,,,
,1028,615,623,1,2,0,sov,PM,1.04,0,1,2,1,0,15,16.9,16.9145,16.9145,8.4935,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202731;623;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201104AB;201341BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.402538 33.665005)",,,,
,1029,615,623,2,3,0,sov,PM,1.62,0,1,2,1,0,16,16,15.9635,15.9635,7.8428,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202731;623;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201104AB;201341BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.402538 33.665005)",,,,
,1030,615,624,0,1,0,sov,PM,0.58,0,1,2,2,0,10,23.6,23.63,23.63,8.3202,615;202825;202924;202925;202796;202734;202735;202733;202732;624;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201532AB;201103AB;201266BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.398425 33.646390)",,,,
,1031,615,624,1,2,0,sov,PM,1.05,0,1,2,1,0,15,18.6,18.6126,18.6126,9.413,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;624;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201266BA;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.398425 33.646390)",,,,
,1032,615,624,2,3,0,sov,PM,1.57,0,1,2,1,0,16,17.7,17.6616,17.6616,8.7623,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;624;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201266BA;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.398425 33.646390)",,,,
